"name","price","originalPrice","discount","rating","reviewCount","image","images","category","sizes","colors","badge","compatibleBikes","description","specifications","inStock","stockQuantity","createdAt","updatedAt"
"Universal Gel Seat Cushion Large (800grm)",1999,"",0,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142314_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142314_340X340.webp","Comfort Accessories","","","bestseller","Yamaha R15|Royal Enfield Hunter 350|TVS Apache RTR 160","Universal Gel Seat Cushion Large, weighing 800 grams, sold out due to popularity.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Tail Tidy Black For Shotgun 650",1599,1694.94,6,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_06_1718120208_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_06_1718120208_340X340.webp","Body Accessories","","","bestseller","KTM Duke 390|Royal Enfield Hunter 350|Royal Enfield Classic 350","Tail Tidy in black color, designed specifically for Shotgun 650 for a clean rear look.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Mobile Holder Without Charger",2399,2590.92,8,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721457228_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721457228_340X340.webp","Accessories","","","bestseller","Royal Enfield Classic 350|Bajaj Pulsar NS200|Royal Enfield Hunter 350","Universal Mobile Holder designed without charger for versatile mounting on ROYAL ENFIELD Shotgun 650.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Mobile Holder with Touch Charger",2899,2985.97,3,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721460055_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721460055_340X340.webp","Accessories","","","bestseller","Royal Enfield Classic 350|KTM Duke 390|Royal Enfield Hunter 350","Universal Mobile Holder with built-in touch charger, compatible with ROYAL ENFIELD Shotgun 650.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Mobile Holder with USB Charger",2799,2994.93,7,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721459099_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721459099_340X340.webp","Accessories","","","bestseller","Yamaha R15|KTM Duke 390|Honda CB350","Universal Mobile Holder with USB charger for seamless charging on the go, designed for ROYAL ENFIELD Shotgun 650.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Radiator Guard For Shotgun 650 (Black, UK Flag, Stainless Steel)",2199,2528.85,15,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714561469_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714561469_340X340.webp","Body Accessories","","","bestseller","KTM Duke 390|Royal Enfield Hunter 350|Honda CB350","Black Radiator Guard with UK Flag design, made from stainless steel for ROYAL ENFIELD Shotgun 650.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Mirror Extender For Shotgun 650 (Black, Aluminum)",1099,1395.73,27,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714558505_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714558505_340X340.webp","Accessories","","","bestseller","Royal Enfield Classic 350|TVS Apache RTR 160|KTM Duke 390","Mirror Extender in Black Aluminum finish for enhanced rear visibility on Shotgun 650.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Rear Footrest For Shotgun 650 (Black, Mild Steel)",1699,1953.85,15,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714557767_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714557767_340X340.webp","Accessories","","","bestseller","Royal Enfield Classic 350|Yamaha R15|TVS Apache RTR 160","Durable Black Mild Steel Rear Footrest designed for Shotgun 650 for comfortable riding.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Bash Plate For Shotgun 650 (Black, Aluminum)",3499,3953.87,13,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714556831_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714556831_340X340.webp","Body Accessories","","","bestseller","TVS Apache RTR 160|Bajaj Pulsar NS200|Honda CB350","Black Aluminum Bash Plate to protect your Shotgun 650’s underbody during rides.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Crash Guard For Shotgun 650 (Black, Mild Steel) Type-1",4499,4948.9,10,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714552644_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714552644_340X340.webp","Safety Accessories","","","bestseller","Royal Enfield Classic 350|KTM Duke 390|Royal Enfield Hunter 350","Type-1 Black Mild Steel Crash Guard offering protection for Shotgun 650.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Crash Guard For Shotgun 650 (With Slider Puck, Black, Mild Steel) Type-2",3599,"",0,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714551759_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1714551759_340X340.webp","Safety Accessories","","","bestseller","Honda CB350|KTM Duke 390|TVS Apache RTR 160","Type-2 Black Mild Steel Crash Guard with Slider Puck, sold out due to demand.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Pillion Backrest (Big) For Guerrilla 450",1399,1650.82,18,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1747117597_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1747117597_340X340.webp","Accessories","","","bestseller","Honda CB350|Royal Enfield Classic 350|Royal Enfield Hunter 350","Big size Pillion Backrest designed for Royal Enfield Guerrilla 450 for enhanced passenger comfort.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Sliders Pair For Crash Guard Guerrilla 450",1399,"",0,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_03_1740825942_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_03_1740825942_340X340.webp","Accessories","","","bestseller","Royal Enfield Hunter 350|KTM Duke 390|Honda CB350","Pair of Sliders compatible with Crash Guard for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Pillion Backrest for Guerrilla 450",1399,1706.78,22,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736368000_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736368000_340X340.webp","Accessories","","","bestseller","Honda CB350|TVS Apache RTR 160|Bajaj Pulsar NS200","Comfortable Pillion Backrest designed for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Led Fog Light (ZFL-50)",28000,29960,7,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194142_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194142_340X340.webp","Lighting","","","bestseller","Honda CB350|Bajaj Pulsar NS200|TVS Apache RTR 160","Universal LED Fog Light ZFL-50 compatible with Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Led Fog Light (ZFL-40)",17000,17510,3,4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193987_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193987_340X340.webp","Lighting","","","bestseller","KTM Duke 390|Bajaj Pulsar NS200|Yamaha R15","Universal LED Fog Light ZFL-40 compatible with Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Led Fog Light (ZFL-35)",14200,14910,5,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193770_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193770_340X340.webp","Lighting","","","bestseller","Royal Enfield Classic 350|KTM Duke 390|TVS Apache RTR 160","Universal LED Fog Light ZFL-35 compatible with Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Led Fog Light (ZFL-20)",10500,11865,13,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735192045_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735192045_340X340.webp","Lighting","","","bestseller","KTM Duke 390|Royal Enfield Classic 350|Royal Enfield Hunter 350","Universal LED Fog Light ZFL-20 compatible with Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Led Fog Light (ZFL-15)",7999,8478.94,6,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_340X340.webp","Lighting","","","bestseller","Royal Enfield Hunter 350|TVS Apache RTR 160|KTM Duke 390","Universal LED Fog Light ZFL-15 compatible with Royal Enfield Guerrilla 450. Sold out due to demand.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Roadstar Saddle Bag for Guerrilla 450 - 60 Litres Bag (30 litre each)",6500,6955,7,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_340X340.webp","Bags & Storage","","","bestseller","Royal Enfield Classic 350|TVS Apache RTR 160|Honda CB350","Roadstar Saddle Bag with 60 litres total capacity (30 litres each) for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Drake Universal Fabric Saddle Bag For Guerrilla 450 - 64 Litres Bag (32 litre each)",3699,4364.82,18,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729941641_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729941641_340X340.webp","Bags & Storage","","","bestseller","Royal Enfield Classic 350|Royal Enfield Hunter 350|TVS Apache RTR 160","Drake Universal Fabric Saddle Bag with 64 litres total capacity (32 litres each) for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Maximus Tail Bag for Guerrilla 450 (36 litre Single)",3999,4438.89,11,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729940493_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729940493_340X340.webp","Bags & Storage","","","bestseller","Royal Enfield Hunter 350|KTM Duke 390|Bajaj Pulsar NS200","Maximus Tail Bag with 36 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Tripper Tank Bag for Guerrilla 450 (8.0 litre)",2999,3418.86,14,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729940010_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729940010_340X340.webp","Bags & Storage","","","bestseller","TVS Apache RTR 160|Royal Enfield Classic 350|KTM Duke 390","Tripper Tank Bag with 8 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Pluto Tail Bag / Tank Bag for Guerrilla 450",3299,3727.87,13,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729939386_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729939386_340X340.webp","Bags & Storage","","","bestseller","Royal Enfield Classic 350|KTM Duke 390|Royal Enfield Hunter 350","Pluto Tail Bag / Tank Bag compatible with Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Broozer Tail Bag for Guerrilla 450 (50 litre)",4999,5848.83,17,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729939001_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729939001_340X340.webp","Bags & Storage","","","bestseller","Bajaj Pulsar NS200|Royal Enfield Classic 350|Honda CB350","Broozer Tail Bag with 50 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Vader Hard Shell Tail Bag for Guerrilla 450 (65 litre)",5999,6718.88,12,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729938369_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729938369_340X340.webp","Bags & Storage","","","bestseller","Bajaj Pulsar NS200|Royal Enfield Hunter 350|TVS Apache RTR 160","Vader Hard Shell Tail Bag with 65 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box With Back Rest Cushion for Guerrilla 450 Plastic L-Flat Black (55 litre)",8500,9010,6,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729937748_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729937748_340X340.webp","Storage & Racks","","","bestseller","KTM Duke 390|Yamaha R15|Bajaj Pulsar NS200","Top Box with Back Rest Cushion in Plastic L-Flat Black design, 55 litre capacity, for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box Plastic With Back Rest Cushion For Guerrilla 450 L-Flat Black (45 litre)",7000,7490,7,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729937118_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729937118_340X340.webp","Storage & Racks","","","bestseller","TVS Apache RTR 160|Bajaj Pulsar NS200|KTM Duke 390","Top Box Plastic with Back Rest Cushion in L-Flat Black design, 45 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box for Guerrilla 450 Aluminium L-Flat Silver (22 litre)",7999,8478.94,6,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729936399_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729936399_340X340.webp","Storage & Racks","","","bestseller","Royal Enfield Classic 350|Royal Enfield Hunter 350|Bajaj Pulsar NS200","Top Box Aluminium L-Flat Silver design with 22 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box for Guerrilla 450 Aluminium L-Flat Black (22 litre)",7999,8478.94,6,4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729931470_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729931470_340X340.webp","Storage & Racks","","","bestseller","Bajaj Pulsar NS200|Royal Enfield Classic 350|Honda CB350","Top Box Aluminium L-Flat Black design with 22 litre capacity for Royal Enfield Guerrilla 450. Currently sold out.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box With Back Rest Cushion for Guerrilla 450 Aluminium R-Flat Silver (35 litre)",9500,9975,5,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729931089_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729931089_340X340.webp","Storage & Racks","","","bestseller","Honda CB350|Royal Enfield Classic 350|Royal Enfield Hunter 350","Top Box with Back Rest Cushion Aluminium R-Flat Silver design, 35 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box With Back Rest Cushion for Guerrilla 450 Aluminium R-Flat Black (35 litre)",9500,9975,5,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729930215_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729930215_340X340.webp","Storage & Racks","","","bestseller","TVS Apache RTR 160|Bajaj Pulsar NS200|KTM Duke 390","Top Box with Back Rest Cushion, Aluminium R-Flat Black design, 35 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box With Back Rest Cushion for Guerrilla 450 Aluminium L-Flat Silver (35 litre)",9500,9975,5,4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729929559_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729929559_340X340.webp","Storage & Racks","","","bestseller","KTM Duke 390|Yamaha R15|Royal Enfield Hunter 350","Top Box with Back Rest Cushion, Aluminium L-Flat Silver design, 35 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box With Back Rest Cushion for Guerrilla 450 Aluminium L-Flat Black (35 litre)",9500,9975,5,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729929038_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729929038_340X340.webp","Storage & Racks","","","bestseller","Honda CB350|TVS Apache RTR 160|Royal Enfield Classic 350","Top Box with Back Rest Cushion, Aluminium L-Flat Black design, 35 litre capacity for Royal Enfield Guerrilla 450. Currently sold out.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box for Guerrilla 450 Aluminium R-Flat Black (45 litre) With Back Rest Cushion",11500,11960,4,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729928302_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729928302_340X340.webp","Storage & Racks","","","bestseller","Honda CB350|Yamaha R15|Royal Enfield Hunter 350","Top Box Aluminium R-Flat Black with Back Rest Cushion, 45 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box With Back Rest Cushion for Guerrilla 450 R-Flat Silver Aluminium (45 litre)",11500,11960,4,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729927224_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729927224_340X340.webp","Storage & Racks","","","bestseller","Royal Enfield Hunter 350|KTM Duke 390|Royal Enfield Classic 350","Top Box with Back Rest Cushion R-Flat Silver Aluminium design, 45 litre capacity for Royal Enfield Guerrilla 450. Currently sold out.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box With Back Rest Cushion for Guerrilla 450 Aluminium L-Flat Sliver (45 litre)",11500,11960,4,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729925743_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729925743_340X340.webp","Storage & Racks","","","bestseller","Bajaj Pulsar NS200|KTM Duke 390|Yamaha R15","Top Box with Back Rest Cushion Aluminium L-Flat Silver design, 45 litre capacity for Royal Enfield Guerrilla 450. Currently sold out.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Box With Back Rest Cushion For Guerrilla 450 L-Flat Black Aluminium (45 litre)",11500,11960,4,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729924606_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729924606_340X340.webp","Storage & Racks","","","bestseller","Royal Enfield Classic 350|Honda CB350|Yamaha R15","Top Box with Back Rest Cushion L-Flat Black Aluminium design, 45 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Panniers for Guerrilla 450 R-Flat Aluminium Black (36 litre)",26500,29680,12,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729923262_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729923262_340X340.webp","Storage & Racks","","","bestseller","Honda CB350|Bajaj Pulsar NS200|KTM Duke 390","Panniers R-Flat Aluminium Black design, 36 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Panniers for Guerrilla 450 L-Flat Aluminium Silver (36 litre)",26500,29680,12,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729922375_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729922375_340X340.webp","Storage & Racks","","","bestseller","Royal Enfield Classic 350|Bajaj Pulsar NS200|Honda CB350","Panniers L-Flat Aluminium Silver design with 36 litre capacity for Royal Enfield Guerrilla 450. Currently sold out.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Panniers for Guerrilla 450 L-Flat Aluminium Black (36 litre)",26500,29680,12,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729919800_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729919800_340X340.webp","Storage & Racks","","","bestseller","Royal Enfield Classic 350|Bajaj Pulsar NS200|TVS Apache RTR 160","Panniers L-Flat Aluminium Black design with 36 litre capacity for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Gel Seat Cushion Small (495grm)",1699,1885.8899999999999,11,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729089835_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729089835_340X340.webp","Comfort Accessories","","","bestseller","Royal Enfield Classic 350|Honda CB350|Royal Enfield Hunter 350","Universal Gel Seat Cushion Small weighing 495 grams.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Gel Seat Cushion Medium (770grm)",1899,1993.95,5,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142239_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142239_340X340.webp","Comfort Accessories","","","bestseller","Yamaha R15|Royal Enfield Hunter 350|Honda CB350","Universal Gel Seat Cushion Medium weighing 770 grams.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Universal Gel Seat Cushion Large (800grm)",1999,2178.91,9,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142314_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729142314_340X340.webp","Comfort Accessories","","","bestseller","Royal Enfield Hunter 350|Royal Enfield Classic 350|TVS Apache RTR 160","Universal Gel Seat Cushion Large weighing 800 grams. Currently sold out.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Rear Fluid Reservoir Cover for Guerrilla 450 (Black Texture)",399,530.67,33,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729060266_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729060266_340X340.webp","Engine & Fluids","","","bestseller","Bajaj Pulsar NS200|KTM Duke 390|Yamaha R15","Rear Fluid Reservoir Cover in Black Texture finish for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Top Rack with Plate for Guerrilla 450 (Black)",3499,3603.97,3,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729006463_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729006463_340X340.webp","Storage & Racks","","","bestseller","Honda CB350|KTM Duke 390|Bajaj Pulsar NS200","Top Rack with Plate in Black finish designed for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Saddle Stay with Jerry Can Mount for Guerrilla 450 (Black Texture)",3499,3778.92,8,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729005711_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729005711_340X340.webp","Storage & Racks","","","bestseller","Yamaha R15|TVS Apache RTR 160|Royal Enfield Classic 350","Saddle Stay with Jerry Can Mount in Black Texture finish for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Radiator Grill With Logo for Guerrilla 450 (Honeycomb Silver) - Type-3 (Coming Soon)",2699,2968.9,10,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728998094_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728998094_340X340.webp","Accessories","","","bestseller","TVS Apache RTR 160|KTM Duke 390|Bajaj Pulsar NS200","Radiator Grill with Logo, Honeycomb Silver finish, Type-3 for Royal Enfield Guerrilla 450. Available for pre-booking.","{}",false,0,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Radiator Grill for Guerrilla 450 with Logo (Honeycomb Black Texture) - Type-2",2699,2968.9,10,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728997539_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728997539_340X340.webp","Accessories","","","bestseller","Honda CB350|TVS Apache RTR 160|Bajaj Pulsar NS200","Radiator Grill with Logo, Honeycomb Black Texture finish, Type-2 for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Radiator Grill for Guerrilla 450 (Honeycomb Black Texture) - Type-1",2199,2374.92,8,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728997045_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728997045_340X340.webp","Accessories","","","bestseller","KTM Duke 390|Royal Enfield Classic 350|Royal Enfield Hunter 350","Radiator Grill Honeycomb Black Texture finish, Type-1 for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Mirror Extender for Guerrilla 450",1099,1329.79,21,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728996332_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728996332_340X340.webp","Accessories","","","bestseller","Yamaha R15|Royal Enfield Hunter 350|TVS Apache RTR 160","Mirror Extender designed for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
"Master Cylinder Cover for Guerrilla 450 without Logo (Black) - Type-1",699,908.7,30,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728995176_340X340.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1728995176_340X340.webp","Engine & Fluids","","","bestseller","KTM Duke 390|Honda CB350|TVS Apache RTR 160","Master Cylinder Cover without logo in Black finish for Royal Enfield Guerrilla 450.","{}",true,1,"2026-03-02T20:53:40.629Z","2026-03-02T20:53:40.629Z"
